ETHUSDT_price,BNBUSDT_price,XRPUSDT_price,ADAUSDT_price,SOLUSDT_price,ETHUSDT_funding_rate,XRPUSDT_funding_rate,ADAUSDT_funding_rate,SOLUSDT_funding_rate,BTCUSDT_funding_rate
-0.6088126595671842,0.7200790528606951,-1.3614626064501985,-0.35240716471415556,-0.47587884272005676,0.3395993652299604,0.2752620896956232,-1.9381046028694215,0.20704985677568225,2.2968156314921853
1.5096574762449055,1.3785427862848636,0.32618113343775146,1.03240168423244,-0.16232473415399581,0.3395993652299604,0.2752620896956232,0.32833506029282655,0.20704985677568225,-1.1334827809548411
2.3917763774737306,1.003981894445753,1.2715417346197986,3.152929468340145,4.188654009093076,2.6986894887214308,0.41458956237656236,0.32833506029282655,1.0067760050358963,3.97918735614526
-0.6708021561820114,-1.4533284150719803,0.07508535471109126,-1.1860545588216258,-0.4110628874157649,-0.987944251061096,0.2752620896956232,0.32833506029282655,-0.1468451865594209,-0.8114151032180097
-0.9955732145336023,0.3216607793757813,-1.2154068945215437,-0.1954705317872974,-0.37948588354957147,-0.7376113611096106,0.2752620896956232,-0.25407554900557755,0.20704985677568225,-0.791517243817602
-1.4935802874129853,-0.007571087336303616,-1.3544599353303317,-0.6223381733483516,-0.5539903785995879,-0.3881570373979792,-1.152844505284004,-1.4359280447167575,-0.7837125464180082,-1.4771450347851383
2.6170110776926703,1.1089543736872882,1.396589433188853,3.309866101267004,4.097800875162274,5.789500872191246,5.080236239168643,3.7489636996914655,1.8271235294983217,6.6197412714598265
0.33222879166733815,-0.8258792777873549,1.381583709360566,-0.6989232502166584,-0.17783624482510824,0.2013762348416742,0.2752620896956232,0.32833506029282655,0.20704985677568225,0.16064931493213913
0.19379797426436354,0.8799235098875765,-0.6882057973544125,0.20377626237862942,-0.3761619884057617,-1.2408748061731922,-2.237009197807805,-0.10295988212372319,0.20704985677568225,0.21972590524497757
-0.9432027777383178,0.28110323057791475,-1.2764301714232418,-0.2055144762946166,-0.3750540233578251,-0.05387854699307366,0.2752620896956232,-0.11615173838572224,0.06738195079787325,-0.27386440546281
-0.0648943253268958,1.0707825630540024,-0.6832038894116503,0.12719118551032274,-0.36729826802226884,0.3395993652299604,-0.21785503874581627,0.32833506029282655,0.20704985677568225,0.4264168478538636
